top - 01:40:45 up 2 days, 15:46,  3 users,  load average: 2.21, 1.95, 1.25
Tasks: 409 total,   1 running, 408 sleeping,   0 stopped,   0 zombie
%Cpu(s):  2.4 us,  1.6 sy,  0.0 ni, 92.9 id,  3.1 wa,  0.0 hi,  0.0 si,  0.0 st 
MiB Mem :  15987.2 total,    372.6 free,   5010.2 used,  11017.8 buff/cache     
MiB Swap:  12288.0 total,  12287.2 free,      0.8 used.  10977.0 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
3090113 root      20   0   38212  12328  10280 S   0.0   0.1   0:00.03 cupsd
3090115 cups-br+  20   0  268356  20056  17240 S   0.0   0.1   0:00.06 cups-br+
3091032 root      20   0       0      0      0 I   0.0   0.0   0:00.62 kworker+
3098660 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker+
3128841 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
3132556 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
3145404 root      20   0       0      0      0 I   0.0   0.0   0:00.46 kworker+
3155608 root      20   0       0      0      0 I   0.0   0.0   0:00.27 kworker+
3156483 root      20   0       0      0      0 I   0.0   0.0   0:00.32 kworker+
3157196 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3161238 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
3161239 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
3162435 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3163030 tanish    20   0    2800   1852   1852 S   0.0   0.0   0:00.00 sh
3163034 tanish    20   0   11.3g 154500  53356 S   0.0   0.9   0:13.24 node
3163121 tanish    20   0 1166276  88676  48280 S   0.0   0.5   0:06.25 node
3163533 root      20   0       0      0      0 I   0.0   0.0   0:00.06 kworker+
3163684 root      20   0   15268  10856   9092 S   0.0   0.1   0:00.07 sshd
3163729 tanish    20   0   15816   7556   5136 S   0.0   0.0   0:02.51 sshd
3163730 tanish    20   0    2800   1916   1788 S   0.0   0.0   0:00.00 sh
3163748 tanish    20   0   47988  18596  13352 S   0.0   0.1   0:04.08 code-bf+
3163809 tanish    20   0 1328308  64532  48032 S   0.0   0.4   0:01.68 node
3163851 tanish    20   0   12388   6468   3780 S   0.0   0.0   0:00.10 bash
3164064 tanish    20   0    2800   1724   1724 S   0.0   0.0   0:00.00 sh
3164164 tanish    20   0 1018176  63256  45884 S   0.0   0.4   0:00.35 node
3165480 tanish    20   0    1128    568    568 S   0.0   0.0   0:00.00 cataton+
3165492 root      20   0       0      0      0 I   0.0   0.0   0:00.13 kworker+
3165493 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3166807 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3168017 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
3168073 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3169070 root      20   0       0      0      0 I   0.0   0.0   0:00.12 kworker+
3170341 tanish    20   0    7040   5400   3084 S   0.0   0.0   0:01.10 pet
3170446 tanish    20   0   12256   6468   3780 S   0.0   0.0   0:00.04 bash
3170528 tanish    20   0   24.1g 995076  57900 S   0.0   6.1   0:36.40 node
3171048 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3171055 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
3171226 tanish    20   0   11.2g 110884  50528 S   0.0   0.7   0:01.49 node
3171939 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker+
3172881 tanish    20   0   12388   6332   3772 S   0.0   0.0   0:00.08 bash
3174342 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3174343 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3174824 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3175953 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
3176494 root      20   0  720760  10868   8304 S   0.0   0.1   0:00.06 contain+
3176515 root      20   0  736752  28808  21132 S   0.0   0.2   0:00.47 storage+
3178418 tanish    20   0    8288   1956   1956 S   0.0   0.0   0:00.00 sleep
3178909 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3178910 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3179087 tanish    20   0    9940   3700   3432 S   0.0   0.0   0:00.00 bash
3179091 tanish    20   0 1235812  10400   7840 S   0.0   0.1   0:00.03 rootles+
3179117 tanish    20   0 1235044   9036   6988 S   0.0   0.1   0:00.02 exe
3179136 tanish    20   0    6000   3268   3012 S   0.0   0.0   0:00.00 slirp4n+
3179145 tanish    20   0 2333040  72412  57308 S   0.0   0.4   0:00.63 dockerd
3179441 tanish    20   0 1269876  38244  30052 S   0.0   0.2   0:00.20 contain+
3180106 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180111 root      20   0   30780   5972   2144 S   0.0   0.0   0:00.00 (udev-w+
3180112 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180113 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180114 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180115 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180116 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180117 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180118 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180119 root      20   0   30780   5924   2096 S   0.0   0.0   0:00.00 (udev-w+
3180120 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180121 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180122 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180123 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180124 root      20   0   30780   6100   2272 S   0.0   0.0   0:00.00 (udev-w+
3180125 root      20   0   30780   5924   2096 S   0.0   0.0   0:00.00 (udev-w+
3180211 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3180282 root      20   0   14744   9996   8588 S   0.0   0.1   0:00.00 sshd
3180283 sshd      20   0   12148   5928   4920 S   0.0   0.0   0:00.00 sshd
3180299 tanish    20   0    9940   3648   3392 S   0.0   0.0   0:00.00 bash
